teks,clean1,clean2,clean3,sentimen_lexicon,label_lexicon,cleaned
"@ shikamaruking48 @ detikcom goblok anak vaksin influensa , jaminan seumur anak ga flu ? vaksin menambah tentara melawan penyakit , minimal kena , sembuh nya cepat , mungkin ga perlu obat2 an . tu dipikir , pwekok",   detikcom goblok anak vaksin influensa  jaminan seumur anak ga flu  vaksin menambah tentara melawan penyakit  minimal kena  sembuh nya cepat  mungkin ga perlu  an  tu dipikir  pwekok,detikcom goblok anak vaksin influensa jaminan seumur anak ga flu vaksin menambah tentara melawan penyakit minimal kena sembuh nya cepat ga an tu dipikir pwekok,detikcom goblok anak vaksin influensa jamin umur anak ga flu vaksin tambah tentara lawan sakit minimal kena sembuh nya cepat ga an tu pikir pwekok,-11,2,detikcom goblok anak vaksin influensa jamin umur anak ga flu vaksin tambah tentara lawan sakit minimal kena sembuh nya cepat ga an tu pikir pwekok
"@ ameerulamree @ khairizulfadhli mende tiba2 kaitkn pasal vaksin , org cakep pasl konteks ... 😪😪", ameerulamree  khairizulfadhli mende  kaitkn pasal vaksin  org cakep pasl konteks  😪😪,ameerulamree khairizulfadhli mende kaitkn pasal vaksin org cakep pasl konteks 😪😪,ameerulamree khairizulfadhli mende kaitkn pasal vaksin org cakep pasl konteks,1,1,ameerulamree khairizulfadhli mende kaitkn pasal vaksin org cakep pasl konteks
"@ frashniaa kecapekan habis vaksin , bangun '' deh jam 4 🥺", frashniaa kecapekan habis vaksin  bangun  deh jam  🥺,frashniaa kecapekan habis vaksin bangun deh jam 🥺,frashniaa cape habis vaksin bangun deh jam,-1,2,frashniaa cape habis vaksin bangun deh jam
"update vaksinasi 29 april : 12,3 juta wni terima suntikan dosis vaksin covid-19 https : //t.co/wppnkxzfnk via @ tribunnews",update vaksinasi  april   juta wni terima suntikan dosis vaksin  https  tcowppnkxzfnk via  tribunnews,update vaksinasi april juta wni terima suntikan dosis vaksin https tcowppnkxzfnk via tribunnews,update vaksinasi april juta wni terima sunti dosis vaksin https tcowppnkxzfnk via tribunnews,4,1,update vaksinasi april juta wni terima sunti dosis vaksin https tcowppnkxzfnk via tribunnews
"@ arifbsantoso @ partono_adjem @ dr_koko28 tua vaksin hilang kepercayaan ... .karena bilang tua tidak vaksin ... .itu manusia robot ( diprogram ) , alias misi ... mungkin ngontak sukseskan program vaksin massal ... .", arifbsantoso  partonoadjem   tua vaksin hilang kepercayaan  karena bilang tua tidak vaksin  itu manusia robot  diprogram   alias misi  mungkin ngontak sukseskan program vaksin massal  ,arifbsantoso partonoadjem tua vaksin hilang kepercayaan bilang tua vaksin manusia robot diprogram alias misi ngontak sukseskan program vaksin massal,arifbsantoso partonoadjem tua vaksin hilang percaya bilang tua vaksin manusia robot program alias misi ngontak sukses program vaksin massal,3,1,arifbsantoso partonoadjem tua vaksin hilang percaya bilang tua vaksin manusia robot program alias misi ngontak sukses program vaksin massal
"update vaksinasi 29 april : 12,3 juta wni terima suntikan dosis vaksin covid-19 https : //t.co/erecrpi6m5 https : //t.co/5usxioc0qp",update vaksinasi  april   juta wni terima suntikan dosis vaksin  https   https  ,update vaksinasi april juta wni terima suntikan dosis vaksin https https,update vaksinasi april juta wni terima sunti dosis vaksin https https,4,1,update vaksinasi april juta wni terima sunti dosis vaksin https https
"asn resikonya . apalagj dibagian pelayanan publik . ketemu . vaksin mendekati 100 % . asn kayak pegawai swasta , nunggu bonus ( gaji 13 ) dikasih gapok . tidak dicicil , harapan .",asn resikonya  apalagj dibagian pelayanan publik  ketemu  vaksin mendekati    asn kayak pegawai swasta  nunggu bonus  gaji   dikasih gapok  tidak dicicil  harapan ,asn resikonya apalagj dibagian pelayanan publik ketemu vaksin mendekati asn kayak pegawai swasta nunggu bonus gaji dikasih gapok dicicil harapan,asn resiko apalagj bagi layan publik ketemu vaksin dekat asn kayak pegawai swasta nunggu bonus gaji kasih gapok cicil harap,16,1,asn resiko apalagj bagi layan publik ketemu vaksin dekat asn kayak pegawai swasta nunggu bonus gaji kasih gapok cicil harap
"ngga kasir swalayan . pergi ketempat praktek dokter hewan . duluin masuk . kalo hewanya dalam keadaan urgent mah ga , vaksin 😑",ngga kasir swalayan  pergi ketempat praktek dokter hewan  duluin masuk  kalo hewanya dalam keadaan urgent mah ga  vaksin 😑,ngga kasir swalayan pergi ketempat praktek dokter hewan duluin masuk kalo hewanya urgent mah ga vaksin 😑,ngga kasir swalayan pergi tempat praktek dokter hewan duluin masuk kalo hewanya urgent mah ga vaksin,-7,2,ngga kasir swalayan pergi tempat praktek dokter hewan duluin masuk kalo hewanya urgent mah ga vaksin
"[ bpln ] vaksin china 'nggak mempan ' , filipina kerahkan pasukan lcs https : //t.co/uu2kl8qnlg", vaksin china nggak mempan   filipina kerahkan pasukan lcs https  ,vaksin china nggak mempan filipina kerahkan pasukan lcs https,vaksin china nggak mempan filipina kerah pasu lcs https,1,1,vaksin china nggak mempan filipina kerah pasu lcs https
"juru bicara satgas covid-19 , wiku b. adisasmito masyarakat tidak khawatir ketersediaan vaksin . pasalnya pemerintah mengupayakan stok vaksin . , wiku tidak masyarakat abai protokol kesehatan dalam sehari-hari . https : //t.co/zvmg8jwbnu",juru bicara satgas   wiku b adisasmito masyarakat tidak khawatir ketersediaan vaksin  pasalnya pemerintah mengupayakan stok vaksin   wiku tidak masyarakat abai protokol kesehatan dalam seharihari  https  ,juru bicara satgas wiku b adisasmito masyarakat khawatir ketersediaan vaksin pasalnya pemerintah mengupayakan stok vaksin wiku masyarakat abai protokol kesehatan seharihari https,juru bicara satgas wiku b adisasmito masyarakat khawatir sedia vaksin pasal perintah upaya stok vaksin wiku masyarakat abai protokol sehat seharihari https,-2,2,juru bicara satgas wiku b adisasmito masyarakat khawatir sedia vaksin pasal perintah upaya stok vaksin wiku masyarakat abai protokol sehat seharihari https
@ aninazorba @ rtsinfo ils terrorisent population . tout le monde conforme à doxa des journalopes adik rts . il dan'ya a qu'un seul discours partout : covid-mort-vaksin répété en boucle . ils veulent même vaksiner les bébés ., aninazorba  rtsinfo ils terrorisent population  tout le monde conforme à doxa des journalopes adik rts  il danya a quun seul discours partout  covidmortvaksin répété en boucle  ils veulent même vaksiner les bébés ,aninazorba rtsinfo ils terrorisent population tout le monde conforme à doxa des journalopes adik il danya a quun seul discours partout covidmortvaksin répété en boucle ils veulent même vaksiner les bébés,aninazorba rtsinfo ils terrorisent population tout le monde conforme doxa des journalopes adik il danya a quun seul discours partout covidmortvaksin r p t en boucle ils veulent m me vaksiner les b b s,0,0,aninazorba rtsinfo ils terrorisent population tout le monde conforme doxa des journalopes adik il danya a quun seul discours partout covidmortvaksin r p t en boucle ils veulent m me vaksiner les b b s
"saksikan live press conference kedatangan vaksin covid-19 tahap kesepuluh bandara soetta . jumat , 30 april 2021 13.00 mnc trijaya 104.6 fm , trijaya network , https : //t.co/cvxfff59jk rcti+ # medialawancovid19 # covid19 # vaksin # vaccine # update # news",saksikan live press conference kedatangan vaksin  tahap kesepuluh bandara soetta  jumat   april   mnc trijaya  fm  trijaya network  https   rcti      vaksin  vaccine  update  news,saksikan live press conference kedatangan vaksin tahap kesepuluh bandara soetta jumat april mnc trijaya fm trijaya network https rcti vaksin vaccine update news,saksi live press conference datang vaksin tahap puluh bandara soetta jumat april mnc trijaya fm trijaya network https rcti vaksin vaccine update news,2,1,saksi live press conference datang vaksin tahap puluh bandara soetta jumat april mnc trijaya fm trijaya network https rcti vaksin vaccine update news
indonesia menerima kedatangan vaksin covid-19 tahap sepuluh . informasi detailnya ? https : //t.co/2qfinfuu5v,indonesia menerima kedatangan vaksin  tahap sepuluh  informasi detailnya  https  ,indonesia menerima kedatangan vaksin tahap sepuluh informasi detailnya https,indonesia terima datang vaksin tahap puluh informasi detail https,2,1,indonesia terima datang vaksin tahap puluh informasi detail https
@ detikcom niihh tidak vaksin ..., detikcom niihh tidak vaksin ,detikcom niihh vaksin,detikcom niihh vaksin,0,0,detikcom niihh vaksin
"@ jek___ tad serius , puasa vaksin batal puasa nya ga siih ? vaksin . vaksin yaa tad bukan fucksin", jek tad serius  puasa vaksin batal puasa nya ga siih  vaksin  vaksin yaa tad bukan fucksin,jek tad serius puasa vaksin batal puasa nya ga siih vaksin vaksin yaa tad fucksin,jek tad serius puasa vaksin batal puasa nya ga siih vaksin vaksin yaa tad fucksin,-14,2,jek tad serius puasa vaksin batal puasa nya ga siih vaksin vaksin yaa tad fucksin
"berkaca kasus india , jaga imunitas tubuh vaksin covid-19 https : //t.co/lnvtdgncjk # tempogaya",berkaca kasus india  jaga imunitas tubuh vaksin  https  tcolnvtdgncjk  tempogaya,berkaca india jaga imunitas tubuh vaksin https tcolnvtdgncjk tempogaya,kaca india jaga imunitas tubuh vaksin https tcolnvtdgncjk tempogaya,-2,2,kaca india jaga imunitas tubuh vaksin https tcolnvtdgncjk tempogaya
"jurnalis model dilolosin detik , heran benar . dibaca awam nga baca full isi beritanya membikin tidak percaya vaksin , baca full beritanya dicaritahu . haeeeesh jurnalisnya suruh warta kota https : //t.co/sx7mcpxsig",jurnalis model dilolosin detik  heran benar  dibaca awam nga baca full isi beritanya membikin tidak percaya vaksin  baca full beritanya dicaritahu  haeeeesh jurnalisnya suruh warta kota https  ,jurnalis model dilolosin detik heran dibaca awam nga baca full isi beritanya membikin percaya vaksin baca full beritanya dicaritahu haeeeesh jurnalisnya suruh warta kota https,jurnalis model dilolosin detik heran baca awam nga baca full isi berita bikin percaya vaksin baca full berita dicaritahu haeeeesh jurnalis suruh warta kota https,11,1,jurnalis model dilolosin detik heran baca awam nga baca full isi berita bikin percaya vaksin baca full berita dicaritahu haeeeesh jurnalis suruh warta kota https
"malaysia menghapus vaksin astrazeneca vaksinasi nasional . terkait efek samping pembekuan darah . malaysia ragu keamanan manfaat vaksin dibandingkan risiko muncul . , indonesia ? ... https : //t.co/r2jfclehx1",malaysia menghapus vaksin astrazeneca vaksinasi nasional  terkait efek samping pembekuan darah  malaysia ragu keamanan manfaat vaksin dibandingkan risiko muncul   indonesia   https  ,malaysia menghapus vaksin astrazeneca vaksinasi nasional terkait efek samping pembekuan darah malaysia ragu keamanan manfaat vaksin dibandingkan risiko muncul indonesia https,malaysia hapus vaksin astrazeneca vaksinasi nasional kait efek samping beku darah malaysia ragu aman manfaat vaksin banding risiko muncul indonesia https,4,1,malaysia hapus vaksin astrazeneca vaksinasi nasional kait efek samping beku darah malaysia ragu aman manfaat vaksin banding risiko muncul indonesia https
inner me : i wan na vacation my bank account : like to ocean ? coronavirus : vaksin your body,inner me  i wan na vacation my bank account  like to ocean  coronavirus  vaksin your body,inner me i wan na vacation my bank account like to ocean coronavirus vaksin your body,inner me i wan na vacation my bank account like to ocean coronavirus vaksin your body,-4,2,inner me i wan na vacation my bank account like to ocean coronavirus vaksin your body
"vaksin , ngantuk parah . saking ngantuknya kelewat sahur ramadhan , untung gak kelewat nonton emyu . 1 kaki final 4 gagal , ingat 1 kaki .",vaksin  ngantuk parah  saking ngantuknya kelewat sahur ramadhan  untung gak kelewat nonton emyu   kaki final  gagal  ingat  kaki ,vaksin ngantuk parah saking ngantuknya kelewat sahur ramadhan untung gak kelewat nonton emyu kaki final gagal kaki,vaksin ngantuk parah saking ngantuknya lewat sahur ramadhan untung gak lewat nonton emyu kaki final gagal kaki,-1,2,vaksin ngantuk parah saking ngantuknya lewat sahur ramadhan untung gak lewat nonton emyu kaki final gagal kaki
bantu penduduk bandar daftar penerimaan vaksin # soulofjohor # johort ... https : //t.co/zcq6ivtuxq,bantu penduduk bandar daftar penerimaan vaksin  soulofjohor  johort  https  ,bantu penduduk bandar daftar penerimaan vaksin soulofjohor johort https,bantu duduk bandar daftar terima vaksin soulofjohor johort https,2,1,bantu duduk bandar daftar terima vaksin soulofjohor johort https
@ sahal_as @ paktua_rekreasi @ lisaamartatara4 @ noeruzzaman ... mestinya si pengasong vaksin palsu dikenai pasal plagiat, sahalas  paktuarekreasi    noeruzzaman  mestinya si pengasong vaksin palsu dikenai pasal plagiat,sahalas paktuarekreasi noeruzzaman mestinya si pengasong vaksin palsu dikenai pasal plagiat,sahalas paktuarekreasi noeruzzaman mesti si asong vaksin palsu kena pasal plagiat,-10,2,sahalas paktuarekreasi noeruzzaman mesti si asong vaksin palsu kena pasal plagiat
@ lisaamartatara4 @ mr_cosanostr @ mrsmile80986555 @ armuchsin @ vandinnie vaksin dipalsukan nama densus99 ? keahlianmu palsu '' .,   mrcosanostr    armuchsin  vandinnie vaksin dipalsukan nama   keahlianmu palsu  ,mrcosanostr armuchsin vandinnie vaksin dipalsukan nama keahlianmu palsu,mrcosanostr armuchsin vandinnie vaksin palsu nama ahli palsu,0,0,mrcosanostr armuchsin vandinnie vaksin palsu nama ahli palsu
@ jkjavmy my 2nd dose is one day before raya . tangguh tarikh 2nd dose ?, jkjavmy my  dose is one day before raya  tangguh tarikh  dose ,jkjavmy my dose is one day before raya tangguh tarikh dose,jkjavmy my dose is one day before raya tangguh tarikh dose,5,1,jkjavmy my dose is one day before raya tangguh tarikh dose
@ dpr_aceh vaksin aju nyak jeut keu bui leubeh teuga korupsi hudep mewah ateuh penderitaan rakyat bansa aceh, dpraceh vaksin aju nyak jeut keu bui leubeh teuga korupsi hudep mewah ateuh penderitaan rakyat bansa aceh,dpraceh vaksin aju nyak jeut keu bui leubeh teuga korupsi hudep mewah ateuh penderitaan rakyat bansa aceh,dpraceh vaksin aju nyak jeut keu bui leubeh teuga korupsi hudep mewah ateuh derita rakyat bansa aceh,-12,2,dpraceh vaksin aju nyak jeut keu bui leubeh teuga korupsi hudep mewah ateuh derita rakyat bansa aceh
bner vaksin ? 😫 https : //t.co/3km6bqj0y3,bner vaksin  😫 https  ,bner vaksin 😫 https,bner vaksin https,0,0,bner vaksin https
"baca komen netizen dkt fb pasal isu covid india teruk sakit jiwa . nak kait konspirasi china-who . nak cakap 'itu wayang who so org ambil vaksin ' . , before tekan 'post ' tu pikir pakai otak tidak ?",baca komen netizen dkt fb pasal isu covid india teruk sakit jiwa  nak kait konspirasi chinawho  nak cakap itu wayang who so org ambil vaksin    before tekan post  tu pikir pakai otak tidak ,baca komen netizen dkt fb pasal isu covid india teruk sakit jiwa nak kait konspirasi chinawho nak cakap wayang who so org ambil vaksin before tekan post tu pikir pakai otak,baca komen netizen dkt fb pasal isu covid india teruk sakit jiwa nak kait konspirasi chinawho nak cakap wayang who so org ambil vaksin before tekan post tu pikir pakai otak,-4,2,baca komen netizen dkt fb pasal isu covid india teruk sakit jiwa nak kait konspirasi chinawho nak cakap wayang who so org ambil vaksin before tekan post tu pikir pakai otak
"vaksin , hamba test eeee taunya kolesterol 244 . nyoba2 trading beli nasi padang ?",vaksin  hamba test eeee taunya kolesterol    trading beli nasi padang ,vaksin hamba test eeee taunya kolesterol trading beli nasi padang,vaksin hamba test eeee tau kolesterol trading beli nasi padang,0,0,vaksin hamba test eeee tau kolesterol trading beli nasi padang
"vaksin , g sih surat perjanjian tertulis negara bertanggung jawab efek samping merugikan ? hehe",vaksin  g sih surat perjanjian tertulis negara bertanggung jawab efek samping merugikan  hehe,vaksin g sih surat perjanjian tertulis negara bertanggung efek samping merugikan hehe,vaksin g sih surat janji tulis negara tanggung efek samping rugi hehe,-8,2,vaksin g sih surat janji tulis negara tanggung efek samping rugi hehe
"@ syafiqizzatt tu , vaksin kena amek", syafiqizzatt tu  vaksin kena amek,syafiqizzatt tu vaksin kena amek,syafiqizzatt tu vaksin kena amek,-3,2,syafiqizzatt tu vaksin kena amek
"@ katzen_jammer masalahnya takutnya sertifikasi vaksin dijadikan syarat perijinan , ?", katzenjammer masalahnya takutnya sertifikasi vaksin dijadikan syarat perijinan  ,katzenjammer takutnya sertifikasi vaksin dijadikan syarat perijinan,katzenjammer takut sertifikasi vaksin jadi syarat perijinan,2,1,katzenjammer takut sertifikasi vaksin jadi syarat perijinan
@ qanr__ vaksin, qanr vaksin,qanr vaksin,qanr vaksin,0,0,qanr vaksin
kipi vaksin astra mantap iya🥲,kipi vaksin astra mantap iya🥲,kipi vaksin astra mantap iya🥲,kipi vaksin astra mantap iya,5,1,kipi vaksin astra mantap iya
alhamdulillah konfirmasi vaksin umkm😍,alhamdulillah konfirmasi vaksin umkm😍,alhamdulillah konfirmasi vaksin umkm😍,alhamdulillah konfirmasi vaksin umkm,8,1,alhamdulillah konfirmasi vaksin umkm
"@ kochengfess vaksin , steril kan bawa kucing vet takutnya ketularan sana.. tnr kasusnya . kebanyakan vet flu . ga kena virus kebanyakan calici sih . ga nyalahin vetnya , resiko bawa kucing vaksin emg", kochengfess vaksin  steril kan bawa kucing vet takutnya ketularan sana tnr kasusnya  kebanyakan vet flu  ga kena virus kebanyakan calici sih  ga nyalahin vetnya  resiko bawa kucing vaksin emg,kochengfess vaksin steril bawa kucing vet takutnya ketularan tnr kasusnya kebanyakan vet flu ga kena virus kebanyakan calici sih ga nyalahin vetnya resiko bawa kucing vaksin emg,kochengfess vaksin steril bawa kucing vet takut tular tnr kasus banyak vet flu ga kena virus banyak calici sih ga nyalahin vet resiko bawa kucing vaksin emg,8,1,kochengfess vaksin steril bawa kucing vet takut tular tnr kasus banyak vet flu ga kena virus banyak calici sih ga nyalahin vet resiko bawa kucing vaksin emg
@ detikcom @ kemenkesri nanggung kerusakan seumur akibat vaksin ?, detikcom  kemenkesri nanggung kerusakan seumur akibat vaksin ,detikcom kemenkesri nanggung kerusakan seumur akibat vaksin,detikcom kemenkesri nanggung rusa umur akibat vaksin,5,1,detikcom kemenkesri nanggung rusa umur akibat vaksin
"@ kochengfess vet bonna , vet ga wajib vaksin , sih vaksin .", kochengfess vet bonna  vet ga wajib vaksin  sih vaksin ,kochengfess vet bonna vet ga wajib vaksin sih vaksin,kochengfess vet bonna vet ga wajib vaksin sih vaksin,2,1,kochengfess vet bonna vet ga wajib vaksin sih vaksin
komentar vaksin takutnya dibuly buzzer rp . nurani buzzer rp mati pencitraan ? https : //t.co/vhyaeggje1,komentar vaksin takutnya dibuly buzzer rp  nurani buzzer rp mati pencitraan  https  ,komentar vaksin takutnya dibuly buzzer rp nurani buzzer rp mati pencitraan https,komentar vaksin takut dibuly buzzer rp nurani buzzer rp mati citra https,7,1,komentar vaksin takut dibuly buzzer rp nurani buzzer rp mati citra https
"@ icalanakgunung , vaksin sm bikin pegel : (", icalanakgunung  vaksin sm bikin pegel  ,icalanakgunung vaksin sm bikin pegel,icalanakgunung vaksin sm bikin gel,0,0,icalanakgunung vaksin sm bikin gel
vaksin sebenernya suntik mati apaya dibadan w ambrukk banget : ),vaksin sebenernya suntik mati apaya dibadan w ambrukk banget  ,vaksin sebenernya suntik mati apaya dibadan w ambrukk banget,vaksin sebenernya suntik mati apaya bad w ambrukk banget,2,1,vaksin sebenernya suntik mati apaya bad w ambrukk banget
gimanasih dinas kesehatan habis vaksin allah https : //t.co/zufcmgnvzh,gimanasih dinas kesehatan habis vaksin allah https  tcozufcmgnvzh,gimanasih dinas kesehatan habis vaksin allah https tcozufcmgnvzh,gimanasih dinas sehat habis vaksin allah https tcozufcmgnvzh,12,1,gimanasih dinas sehat habis vaksin allah https tcozufcmgnvzh
"@ detikcom pakai vaksin ? ga keterangannya , berita bgni", detikcom pakai vaksin  ga keterangannya  berita bgni,detikcom pakai vaksin ga keterangannya berita bgni,detikcom pakai vaksin ga terang berita bgni,-4,2,detikcom pakai vaksin ga terang berita bgni
"@ detikcom klu gini masyarakat vaksin baiknya mengecek kesehatannya vaksin tidak , pemerintah mengerti '' klu tidak , masyarakat ragu", detikcom klu gini masyarakat vaksin baiknya mengecek kesehatannya vaksin tidak  pemerintah mengerti  klu tidak  masyarakat ragu,detikcom klu gini masyarakat vaksin baiknya mengecek kesehatannya vaksin pemerintah mengerti klu masyarakat ragu,detikcom klu gin masyarakat vaksin baik ecek sehat vaksin perintah erti klu masyarakat ragu,6,1,detikcom klu gin masyarakat vaksin baik ecek sehat vaksin perintah erti klu masyarakat ragu
aga alergi org ga vaksin amp ; ngefans mardigu 😑,aga alergi org ga vaksin amp  ngefans mardigu 😑,aga alergi org ga vaksin amp ngefans mardigu 😑,aga alergi org ga vaksin amp ngefans mardigu,-3,2,aga alergi org ga vaksin amp ngefans mardigu
"undangan vaksin , baca dokumen²nya , penyakit a b c tidak ? .. pengin medical check up , takut bilang gak a , .. gak vaksin , , venuenya zona merah https : //t.co/ofuycsxvlk",undangan vaksin  baca dokumen²nya  penyakit a b c tidak   pengin medical check up  takut bilang gak a   gak vaksin   venuenya zona merah https  tcoofuycsxvlk,undangan vaksin baca dokumen²nya penyakit a b c pengin medical check up takut bilang gak a gak vaksin venuenya zona merah https tcoofuycsxvlk,undang vaksin baca dokumen nya sakit a b c pengin medical check up takut bilang gak a gak vaksin venuenya zona merah https tcoofuycsxvlk,6,1,undang vaksin baca dokumen nya sakit a b c pengin medical check up takut bilang gak a gak vaksin venuenya zona merah https tcoofuycsxvlk
@ nanung_h salah vaksin nya 😀🤭🙏, nanungh salah vaksin nya 😀🤭🙏,nanungh salah vaksin nya 😀🤭🙏,nanungh salah vaksin nya,-4,2,nanungh salah vaksin nya
"@ detikcom sodara lumpuh habis vaksin , habis melihat sodara lumpub vaksin , gamau vaksin", detikcom sodara lumpuh habis vaksin  habis melihat sodara lumpub vaksin  gamau vaksin,detikcom sodara lumpuh habis vaksin habis sodara lumpub vaksin gamau vaksin,detikcom sodara lumpuh habis vaksin habis sodara lumpub vaksin gamau vaksin,2,1,detikcom sodara lumpuh habis vaksin habis sodara lumpub vaksin gamau vaksin
"@ inibunder @ gojekbeks semoga mitra grab vaksin , ga pembeda driver protect driver non protect .", inibunder  gojekbeks semoga mitra grab vaksin  ga pembeda driver protect driver non protect ,inibunder gojekbeks semoga mitra grab vaksin ga pembeda driver protect driver non protect,inibunder gojekbeks moga mitra grab vaksin ga beda driver protect driver non protect,5,1,inibunder gojekbeks moga mitra grab vaksin ga beda driver protect driver non protect
"pokoke apapun vaksin , tuo ku parno banget ambe covid bangst . gaisok berkembang lak carane ngene .",pokoke apapun vaksin  tuo ku parno banget ambe covid bangst  gaisok berkembang lak carane ngene ,pokoke apapun vaksin tuo ku parno banget ambe covid bangst gaisok berkembang lak carane ngene,pokoke apa vaksin tuo ku parno banget ambe covid bangst gaisok kembang lak carane ngene,1,1,pokoke apa vaksin tuo ku parno banget ambe covid bangst gaisok kembang lak carane ngene
"@ pusss66 @ rja1236 @ detikcom antibiotik , anti nyeri alergi vaksin maju mundur",     detikcom antibiotik  anti nyeri alergi vaksin maju mundur,detikcom antibiotik anti nyeri alergi vaksin maju mundur,detikcom antibiotik anti nyeri alergi vaksin maju mundur,-9,2,detikcom antibiotik anti nyeri alergi vaksin maju mundur
@ detikcom malam ditanya alasan tidak vaksin ngeri efek beginian, detikcom malam ditanya alasan tidak vaksin ngeri efek beginian,detikcom malam alasan vaksin ngeri efek,detikcom malam alas vaksin ngeri efek,-2,2,detikcom malam alas vaksin ngeri efek
"@ _adibida_ @ bicthetic @ oxyatic @ zoo_fess kaya bayar makanan , obat , vaksin vitamin si . yapokonya deh", adibida  bicthetic  oxyatic  zoofess kaya bayar makanan  obat  vaksin vitamin si  yapokonya deh,adibida bicthetic oxyatic zoofess kaya bayar makanan obat vaksin vitamin si yapokonya deh,adibida bicthetic oxyatic zoofess kaya bayar makan obat vaksin vitamin si yapokonya deh,1,1,adibida bicthetic oxyatic zoofess kaya bayar makan obat vaksin vitamin si yapokonya deh
@ ariefapriansya1 @ detikcom @ dr_koko28 @ gundidr @ blogdokter isi vaksin ? gw blokir !,   detikcom    gundidr  blogdokter isi vaksin  gw blokir ,detikcom gundidr blogdokter isi vaksin gw blokir,detikcom gundidr blogdokter isi vaksin gw blokir,-1,2,detikcom gundidr blogdokter isi vaksin gw blokir
brasil protes vaksin sputnik v rusia tercemar virus flu https : //t.co/pvshlsevu4 # terbaru # berita # cnn # live,brasil protes vaksin sputnik v rusia tercemar virus flu https    terbaru  berita  cnn  live,brasil protes vaksin sputnik v rusia tercemar virus flu https terbaru berita cnn live,brasil protes vaksin sputnik v rusia cemar virus flu https baru berita cnn live,-10,2,brasil protes vaksin sputnik v rusia cemar virus flu https baru berita cnn live
berita masuk org awam.. baca judulnya . ga vaksin . https : //t.co/tkwhb3ib8t,berita masuk org awam baca judulnya  ga vaksin  https  ,berita masuk org awam baca judulnya ga vaksin https,berita masuk org awam baca judul ga vaksin https,0,0,berita masuk org awam baca judul ga vaksin https
lupa vaksin gunakan masker like # garudaindonesia https : //t.co/cuepqhwbg7,lupa vaksin gunakan masker like  garudaindonesia https  ,lupa vaksin masker like garudaindonesia https,lupa vaksin masker like garudaindonesia https,1,1,lupa vaksin masker like garudaindonesia https
"@ detikcom teman-teman , plis vaksin , pahami . penyakit bawaan ? penyakit idap .", detikcom temanteman  plis vaksin  pahami  penyakit bawaan  penyakit idap ,detikcom temanteman plis vaksin pahami penyakit bawaan penyakit idap,detikcom temanteman plis vaksin paham sakit bawa sakit idap,-14,2,detikcom temanteman plis vaksin paham sakit bawa sakit idap
"vaksinasinya javits center segede , kosong ! gak 5 menit kelar . vaksinasi walk in umur 16+ mobil2 vaksin keliling , gak antrian2 . https : //t.co/jvxafx5xxi",vaksinasinya javits center segede  kosong  gak  menit kelar  vaksinasi walk in umur   vaksin keliling  gak   https  ,vaksinasinya javits center segede kosong gak menit kelar vaksinasi walk in umur vaksin keliling gak https,vaksinasi javits center gede kosong gak menit kelar vaksinasi walk in umur vaksin keliling gak https,5,1,vaksinasi javits center gede kosong gak menit kelar vaksinasi walk in umur vaksin keliling gak https
"kelemahan vaksin . cek tensi darah doank.. medical cek up ketahuan penyakit bawaan , dicegah lbh awal biar ga vaksin . banyakan org sakit vaksin kan pengakit bawaan . vaskes wawancara doank ga dites . https : //t.co/toiqarx9za",kelemahan vaksin  cek tensi darah doank medical cek up ketahuan penyakit bawaan  dicegah lbh awal biar ga vaksin  banyakan org sakit vaksin kan pengakit bawaan  vaskes wawancara doank ga dites  https  ,kelemahan vaksin cek tensi darah doank medical cek up ketahuan penyakit bawaan dicegah lbh biar ga vaksin banyakan org sakit vaksin pengakit bawaan vaskes wawancara doank ga dites https,lemah vaksin cek tensi darah doank medical cek up tahu sakit bawa cegah lbh biar ga vaksin banyak org sakit vaksin pengakit bawa vaskes wawancara doank ga tes https,2,1,lemah vaksin cek tensi darah doank medical cek up tahu sakit bawa cegah lbh biar ga vaksin banyak org sakit vaksin pengakit bawa vaskes wawancara doank ga tes https
"@ rokandt tidak rela anak2 mesti majib vaksinasi , mas.. lha dewasa pikir vaksinasi kewajiban.. vaksin 'big question ' kesembuhan , klu memilih : tidak vaksinasi", rokandt tidak rela  mesti majib vaksinasi  mas lha dewasa pikir vaksinasi kewajiban vaksin big question  kesembuhan  klu memilih  tidak vaksinasi,rokandt rela mesti majib vaksinasi mas lha dewasa pikir vaksinasi kewajiban vaksin big question kesembuhan klu memilih vaksinasi,rokandt rela mesti majib vaksinasi mas lha dewasa pikir vaksinasi wajib vaksin big question sembuh klu pilih vaksinasi,5,1,rokandt rela mesti majib vaksinasi mas lha dewasa pikir vaksinasi wajib vaksin big question sembuh klu pilih vaksinasi
